,IND_diagonal_aec_alpha,IND_diagonal_aec_beta,IND_diagonal_aec_delta,IND_diagonal_aec_gamma1,IND_diagonal_aec_gamma2,IND_diagonal_aec_theta,IND_diagonal_dwpli_alpha,IND_diagonal_dwpli_beta,IND_diagonal_dwpli_delta,IND_diagonal_dwpli_gamma1,IND_diagonal_dwpli_gamma2,IND_diagonal_dwpli_theta,STD_diagonal_aec_alpha,STD_diagonal_aec_beta,STD_diagonal_aec_delta,STD_diagonal_aec_gamma1,STD_diagonal_aec_gamma2,STD_diagonal_aec_theta,STD_diagonal_dwpli_alpha,STD_diagonal_dwpli_beta,STD_diagonal_dwpli_delta,STD_diagonal_dwpli_gamma1,STD_diagonal_dwpli_gamma2,STD_diagonal_dwpli_theta
46,0.0023818,-0.013899734,0.005367787,-0.031111541,-0.030340516,-0.031111484,-0.050921877,-0.031054665,-0.031119362,-0.028469201,-0.018737422,-0.029190445,0.110400245,-0.130852704,0.044851099,-0.060281861,-0.028641732,0.044643594,-0.038816706,-0.031059592,-0.031115591,-0.030082782,-0.02003967,-0.029566212
47,0.123383564,0.001014055,0.056556438,-0.037280924,-0.035285483,-0.037280883,-0.042981417,-0.037285741,-0.037291319,-0.034241167,-0.017643683,-0.033728419,0.277344316,-0.095373916,0.007444838,-0.083833861,-0.034568119,0.238289776,-0.041194154,-0.037238923,-0.037285773,-0.035982649,-0.015302429,-0.03420491
48,0.113389557,0.085582794,0.068994825,-0.030727122,-0.027900497,-0.03072709,-0.049607863,-0.030646555,-0.030731951,-0.031646428,-0.017665474,-0.030508919,0.170604921,-0.139724939,0.05494809,-0.089070034,-0.024720598,-0.056591716,-0.040797282,-0.030653434,-0.030729568,-0.032933755,-0.018395071,-0.029571113
49,0.083444772,0.073541643,-0.091230725,-0.04093659,-0.041276253,-0.040936516,-0.048338239,-0.040838062,-0.040936847,-0.040048966,-0.023223615,-0.040409292,0.20075372,-0.091326046,-0.013392327,-0.092072458,-0.043875331,-0.015727676,-0.048814229,-0.040843661,-0.040936216,-0.042300487,-0.02474975,-0.041826718
50,0.133425812,0.067779805,0.084175956,-0.034467566,-0.036226404,-0.034467499,-0.061998127,-0.034466708,-0.034472515,-0.031985834,-0.016884451,-0.028482121,0.215920158,-0.078038085,0.107137034,-0.103216578,-0.041304888,0.199868685,-0.045999836,-0.034442952,-0.034469957,-0.033944295,-0.01627448,-0.029632425
51,0.038031485,0.09596428,0.00684279,-0.010206927,-0.018976085,-0.010206843,-0.022584623,-0.010331552,-0.010209077,-0.008213606,0.000560016,-0.008410028,0.077257075,0.033657688,0.040050438,-0.045258028,-0.020414224,0.162805847,-0.010134311,-0.010239903,-0.010209706,-0.00939715,-0.000585661,-0.010728447
52,0.107806538,0.041419661,0.09190244,-0.055300264,-0.055002024,-0.05530021,-0.053128631,-0.055267457,-0.055304743,-0.055313837,-0.038119066,-0.052041518,0.169345583,-0.111777111,0.059738147,-0.142111306,-0.052312852,-0.007582357,-0.055726675,-0.055252564,-0.055304168,-0.057163108,-0.037860118,-0.053625838
53,-0.061744205,0.04870168,0.086285137,-0.02158347,-0.022247169,-0.021583401,-0.046979913,-0.021630946,-0.02158383,-0.020971419,-0.006526855,-0.023304017,0.095190472,-0.071036123,0.048657343,-0.051112175,-0.017687679,0.113991864,-0.026369147,-0.021603331,-0.02158392,-0.02291393,-0.004615391,-0.023541303
54,0.076850519,0.024829893,-9.67E-05,-0.02137818,-0.024599459,-0.021378096,-0.044506076,-0.02137299,-0.021387138,-0.02017986,-0.010249471,-0.019230085,0.160438705,-0.111487993,-0.031798196,-0.102473842,-0.031002205,0.143954956,-0.028778279,-0.021353909,-0.021383286,-0.021829448,-0.010888998,-0.021934447
55,0.071307113,0.10167791,0.065466246,-0.026265921,-0.02556024,-0.026265824,-0.068173868,-0.026208275,-0.02627147,-0.0245148,-0.006205074,-0.029516486,0.140338462,-0.026224058,0.024406292,-0.076953402,-0.021737136,0.087304238,-0.037471803,-0.026190043,-0.026270187,-0.026995374,-0.004416044,-0.031184718
